CIPCode2000|CIPTitle2000|Action|Text change|CIPCode2010|CIPTitle2010
160499|Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other|No substantive changes|no|160499|Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other
1605|Germanic Languages, Literatures, and Linguistics|No substantive changes|no|1605|Germanic Languages, Literatures, and Linguistics
160500|Germanic Languages, Literatures, and Linguistics, General|No substantive changes|no|160500|Germanic Languages, Literatures, and Linguistics, General
160501|German Language and Literature|No substantive changes|yes|160501|German Language and Literature
160502|Scandinavian Languages, Literatures, and Linguistics|No substantive changes|no|160502|Scandinavian Languages, Literatures, and Linguistics
160503|Danish Language and Literature|No substantive changes|yes|160503|Danish Language and Literature
160504|Dutch/Flemish Language and Literature|No substantive changes|yes|160504|Dutch/Flemish Language and Literature
160505|Norwegian Language and Literature|No substantive changes|no|160505|Norwegian Language and Literature
160506|Swedish Language and Literature|No substantive changes|yes|160506|Swedish Language and Literature
160599|Germanic Languages, Literatures, and Linguistics, Other|No substantive changes|no|160599|Germanic Languages, Literatures, and Linguistics, Other
1606|Modern Greek Language and Literature|No substantive changes|no|1606|Modern Greek Language and Literature
160601|Modern Greek Language and Literature|No substantive changes|no|160601|Modern Greek Language and Literature
1607|South Asian Languages, Literatures, and Linguistics|No substantive changes|no|1607|South Asian Languages, Literatures, and Linguistics
160700|South Asian Languages, Literatures, and Linguistics, General|No substantive changes|no|160700|South Asian Languages, Literatures, and Linguistics, General
160701|Hindi Language and Literature|No substantive changes|yes|160701|Hindi Language and Literature
160702|Sanskrit and Classical Indian Languages, Literatures, and Linguistics|No substantive changes|no|160702|Sanskrit and Classical Indian Languages, Literatures, and Linguistics
160704|Bengali Language and Literature|No substantive changes|no|160704|Bengali Language and Literature
160705|Punjabi Language and Literature|No substantive changes|no|160705|Punjabi Language and Literature
160706|Tamil Language and Literature|No substantive changes|no|160706|Tamil Language and Literature
160707|Urdu Language and Literature|No substantive changes|no|160707|Urdu Language and Literature
160799|South Asian Languages, Literatures, and Linguistics, Other|No substantive changes|no|160799|South Asian Languages, Literatures, and Linguistics, Other
1608|Iranian/Persian Languages, Literatures, and Linguistics|No substantive changes|no|1608|Iranian/Persian Languages, Literatures, and Linguistics
160801|Iranian/Persian Languages, Literatures, and Linguistics|No substantive changes|yes|160801|Iranian Languages, Literatures, and Linguistics
1609|Romance Languages, Literatures, and Linguistics|No substantive changes|no|1609|Romance Languages, Literatures, and Linguistics
160900|Romance Languages, Literatures, and Linguistics, General|No substantive changes|no|160900|Romance Languages, Literatures, and Linguistics, General
160901|French Language and Literature|No substantive changes|no|160901|French Language and Literature
160902|Italian Language and Literature|No substantive changes|no|160902|Italian Language and Literature
160904|Portuguese Language and Literature|No substantive changes|no|160904|Portuguese Language and Literature
160905|Spanish Language and Literature|No substantive changes|no|160905|Spanish Language and Literature
160906|Romanian Language and Literature|No substantive changes|no|160906|Romanian Language and Literature
160907|Catalan Language and Literature|No substantive changes|no|160907|Catalan Language and Literature
160999|Romance Languages, Literatures, and Linguistics, Other|No substantive changes|no|160999|Romance Languages, Literatures, and Linguistics, Other
1610|American Indian/Native American Languages, Literatures, and Linguistics|No substantive changes|no|1610|American Indian/Native American Languages, Literatures, and Linguistics
161001|American Indian/Native American Languages, Literatures, and Linguistics|No substantive changes|yes|161001|American Indian/Native American Languages, Literatures, and Linguistics
1611|Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics|No substantive changes|no|1611|Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics
161100|Semitic Languages, Literatures, and Linguistics, General|No substantive changes|yes|161100|Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General
161101|Arabic Language and Literature|No substantive changes|yes|161101|Arabic Language and Literature
161102|Hebrew Language and Literature|No substantive changes|yes|161102|Hebrew Language and Literature
161103|Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics|No substantive changes|yes|161103|Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics
161199|Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other|No substantive changes|no|161199|Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other
1612|Classics and Classical Languages, Literatures, and Linguistics|No substantive changes|no|1612|Classics and Classical Languages, Literatures, and Linguistics
161200|Classics and Classical Languages, Literatures, and Linguistics, General|No substantive changes|no|161200|Classics and Classical Languages, Literatures, and Linguistics, General
161202|Ancient/Classical Greek Language and Literature|No substantive changes|no|161202|Ancient/Classical Greek Language and Literature
161203|Latin Language and Literature|No substantive changes|no|161203|Latin Language and Literature
161299|Classics and Classical Languages, Literatures, and Linguistics, Other|No substantive changes|no|161299|Classics and Classical Languages, Literatures, and Linguistics, Other
1613|Celtic Languages, Literatures, and Linguistics|No substantive changes|no|1613|Celtic Languages, Literatures, and Linguistics
161301|Celtic Languages, Literatures, and Linguistics|No substantive changes|yes|161301|Celtic Languages, Literatures, and Linguistics
1614|Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics|No substantive changes|no|1614|Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics
161400|Southeast Asian Languages, Literatures, and Linguistics, General|No substantive changes|yes|161400|Southeast Asian Languages, Literatures, and Linguistics, General
161401|Australian/Oceanic/Pacific Languages, Literatures, and Linguistics|No substantive changes|yes|161401|Australian/Oceanic/Pacific Languages, Literatures, and Linguistics
161402|Bahasa Indonesian/Bahasa Malay Languages and Literatures|No substantive changes|yes|161402|Indonesian/Malay Languages and Literatures
161403|Burmese Language and Literature|No substantive changes|no|161403|Burmese Language and Literature
161404|Filipino/Tagalog Language and Literature|No substantive changes|no|161404|Filipino/Tagalog Language and Literature
161405|Khmer/Cambodian Language and Literature|No substantive changes|no|161405|Khmer/Cambodian Language and Literature
161406|Lao/Laotian Language and Literature|No substantive changes|no|161406|Lao Language and Literature
161407|Thai Language and Literature|No substantive changes|no|161407|Thai Language and Literature
161408|Vietnamese Language and Literature|No substantive changes|no|161408|Vietnamese Language and Literature
161499|Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other|No substantive changes|no|161499|Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other
1615|Turkic, Ural-Altaic, Caucasian, and Central Asian Languages, Literatures, and Lingustics|No substantive changes|no|1615|Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics
