CIP_Short|CIP_Code|CIPTitle|Description|CrossReferences|Groups|Old_CIP_Code|Created_Date|Modified_Date|Inactive
01|018106|Veterinary Infectious Diseases.|A program that focuses on the scientific study of zoonotic infectious diseases, disease mechanisms, and prevention and treatment strategies.  Includes instruction in disease pathogenesis, vector biology, mycobacterial infection, blood parasites, retroviruses, food-borne diseases, new infectious agents, ecotoxicology, mechanisms of disease transfer, antibody resistance, comparative pathology, communicable diseases, and disease prevention and eradication.||NULL|512511|2020-04-23 11:36:01.890|NULL|N
01|018107|Veterinary Microbiology and Immunobiology.|A program that focuses on the scientific study of the microbial causation and immunologic processes related to animal disease, prevention, and treatment.  Includes instruction in bacteriology, mycology, virology, immune response mechanisms, humoral and cell function, cancer defenses, immune system dysfunction, immunologic diseases, parasitology, pathogenesis, and disease vectors.||NULL|512504|2020-04-23 11:36:01.890|NULL|N
01|018108|Veterinary Pathology and Pathobiology.|A program that focuses on the scientific study of the development and process of disease in domestic and wild animals and applications to diagnosis, prevention, and treatment.  Includes instruction in pathogenesis, immunoparasitology, viral therapy, inherited metabolic diseases, environmental toxicology, anatomical and clinical pathology, necropsy and biopsy techniques, clinical laboratory analysis, pathological interpretation, and disease diagnosis.||NULL|512505|2020-04-23 11:36:01.890|NULL|N
01|018109|Veterinary Physiology.|A program that focuses on  the scientific study of the functional dynamics of animal biological systems and their relationship to the diagnosis and treatment of disease and injury.  Includes instruction in mammalian and non-mammalian physiology, laboratory physiology, physiological responses to the environment, endocrinology, animal biotechnology, mechanisms of hormone action, organ systems, metabolism, and pathophysiology.||NULL|512503|2020-04-23 11:36:01.890|NULL|N
01|018110|Veterinary Preventive Medicine, Epidemiology, and Public Health.|A program that focuses on the study of the prevention and control of communicable animal diseases, diseases affecting humans, and prepares veterinarians to function as public health specialists.  Includes instruction in animal epidemiology, biostatistics, food safety and quality assurance, food toxicology, zoonotic and infectious diseases, disease vectors and transference, production medicine, animal health,  veterinary public health practice, and inspection and evaluation methods.||NULL|512510|2020-04-23 11:36:01.890|NULL|N
01|018111|Veterinary Toxicology and Pharmacology.|A program that focuses on the scientific study of specific environmental and food hazards affecting domestic and wild animals and the development and action of chemical antidotes and treatments.  Includes instruction in small and large animal toxicology and pharmacology, neurotoxicology, pharmacodynamics, pharmacokinetics, neuropharmacology, xenobiotics, drug resistance, pesticides, toxicological pathology, genetic and molecular toxicology, environmental toxicology, drug and toxicant analysis and evaluation, and environmental radiology.||NULL|512506|2020-04-23 11:36:01.890|NULL|N
01|018199|Veterinary Biomedical and Clinical Sciences, Other.|Any instructional program in veterinary biomedical and clinical sciences not listed above.||NULL|512599|2020-04-23 11:36:01.890|NULL|N
01|0182|Veterinary Administrative Services.|Instructional content for this group of programs is defined in codes 01.8201 - 01.8299.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
01|018201|Veterinary Administrative Services, General.|A general program that prepares individuals to provide administrative support services in a veterinary office or animal care facility. Includes instruction in business office operations, customer service, principles of veterinary health care operations, record-keeping, veterinary terminology, and professional standards and ethics.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
01|018202|Veterinary Office Management/Administration.|A program that prepares individuals to manage the specialized business functions of a veterinary office. Includes instruction in business office operations, business and financial record-keeping, personnel supervision, veterinary care policy administration, conference planning, scheduling and coordination, public relations, and applicable law and regulations.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
01|018203|Veterinary Reception/Receptionist.|A program that prepares individuals, under the supervision of office managers, veterinary technicians, or veterinarians, to provide customer service, visitor reception, and patient intake and discharge services. Includes instruction in veterinary office and animal care facility procedures, veterinary terminology, interpersonal skills, record-keeping, customer service, telephone skills, data entry, interpersonal communications skills, and applicable policies and regulations.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
01|018204|Veterinary Administrative/Executive Assistant and Veterinary Secretary.|A program that prepares individuals to perform the duties of special assistants and personal secretaries for practicing veterinarians, veterinary health care facilities and services administrators, and other veterinary professionals. Includes instruction in business and veterinary communications, veterinary terminology, principles of veterinary health care operations, public relations and interpersonal communications, software applications, record-keeping and filing systems, scheduling and meeting planning, applicable policy and regulations, and professional standards and ethics.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
01|018299|Veterinary Administrative Services, Other.|Any instructional program in veterinary administrative services not listed above.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
01|0183|Veterinary/Animal Health Technologies/Technicians.|Instructional content for this group of programs is defined in codes 01.8301 - 01.8399.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
01|018301|Veterinary/Animal Health Technology/Technician and Veterinary Assistant.|A program that prepares individuals, under the supervision of veterinarians, laboratory animal specialists, and zoological professionals, to provide patient management, care, and clinical procedures assistance as well as owner communication.  Includes instruction in animal nursing care, animal health and nutrition, animal handling, clinical pathology, radiology, anesthesiology, dental prophylaxis, surgical assisting, clinical laboratory procedures, office administration skills, patient and owner management, and applicable standards and regulations.||NULL|510808|2020-04-23 11:36:01.890|NULL|N
